xtime,event
78,mc_rate_ctrl
167,flight_mode_manager
27,mc_hte_ctrl
179,mc_att_ctrl
41,commander
31,ekf2
58,wq:sensors
15,mc_rate_ctrl
166,mc_att_ctrl
13,flight_mode_manager
42,commander
71,wq:sensors
30,ekf2
10,mc_hte_ctrl
101,mc_att_ctrl
14,mc_rate_ctrl
13,commander
186,mc_att_ctrl
471,wq:sensors
154,flight_mode_manager
30,ekf2
197,mc_att_ctrl
41,commander
71,mc_rate_ctrl
27,mc_hte_ctrl
66,wq:sensors
162,mc_att_ctrl
32,ekf2
13,flight_mode_manager
41,commander
58,wq:sensors
14,mc_rate_ctrl
100,mc_att_ctrl
10,mc_hte_ctrl
20,commander
30,ekf2
158,mc_att_ctrl
676,wq:sensors
128,navigator
70,mc_rate_ctrl
53,flight_mode_manager
179,mc_att_ctrl
41,commander
58,wq:sensors
30,ekf2
28,mc_hte_ctrl
172,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
41,commander
469,wq:sensors
104,mc_att_ctrl
30,ekf2
20,commander
71,mc_rate_ctrl
179,mc_att_ctrl
57,wq:sensors
154,flight_mode_manager
27,mc_hte_ctrl
32,ekf2
185,mc_att_ctrl
41,commander
80,wq:sensors
14,mc_rate_ctrl
178,mc_att_ctrl
166,mc_att_ctrl
14,flight_mode_manager
53,wq:sensors
88,navigator
40,commander
30,ekf2
10,mc_hte_ctrl
469,wq:sensors
97,mc_att_ctrl
71,mc_rate_ctrl
95,mc_pos_ctrl
13,commander
172,mc_att_ctrl
57,wq:sensors
32,ekf2
165,flight_mode_manager
13,mc_pos_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
175,mc_att_ctrl
41,commander
734,wq:sensors
30,ekf2
159,mc_att_ctrl
154,flight_mode_manager
48,commander
71,mc_rate_ctrl
58,wq:sensors
97,mc_att_ctrl
27,mc_hte_ctrl
36,ekf2
14,commander
177,mc_att_ctrl
57,wq:sensors
14,mc_rate_ctrl
13,flight_mode_manager
190,mc_att_ctrl
42,commander
29,ekf2
833,wq:sensors
15,mc_hte_ctrl
70,mc_rate_ctrl
158,mc_att_ctrl
154,flight_mode_manager
42,commander
64,wq:sensors
31,ekf2
97,mc_att_ctrl
13,mc_rate_ctrl
13,commander
10,mc_hte_ctrl
171,mc_att_ctrl
471,wq:sensors
154,flight_mode_manager
30,ekf2
192,mc_att_ctrl
42,commander
70,mc_rate_ctrl
58,wq:sensors
179,mc_att_ctrl
31,ekf2
14,flight_mode_manager
26,mc_hte_ctrl
42,commander
479,wq:sensors
69,mc_rate_ctrl
98,mc_att_ctrl
20,commander
32,ekf2
186,mc_att_ctrl
57,wq:sensors
154,flight_mode_manager
13,mc_pos_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
195,mc_att_ctrl
42,commander
1274,wq:sensors
30,ekf2
173,mc_att_ctrl
71,mc_rate_ctrl
154,flight_mode_manager
41,commander
98,navigator
58,wq:sensors
27,mc_hte_ctrl
103,mc_att_ctrl
31,ekf2
20,commander
13,mc_rate_ctrl
158,mc_att_ctrl
712,wq:sensors
172,flight_mode_manager
29,ekf2
179,mc_att_ctrl
41,commander
14,mc_hte_ctrl
64,wq:sensors
70,mc_rate_ctrl
163,mc_att_ctrl
14,flight_mode_manager
47,commander
32,ekf2
58,wq:sensors
97,mc_att_ctrl
14,mc_rate_ctrl
11,mc_hte_ctrl
13,commander
178,mc_att_ctrl
472,wq:sensors
30,ekf2
154,flight_mode_manager
74,mc_rate_ctrl
184,mc_att_ctrl
41,commander
73,wq:sensors
13,mc_pos_ctrl
31,ekf2
27,mc_hte_ctrl
158,mc_att_ctrl
14,flight_mode_manager
42,commander
13,mc_rate_ctrl
57,wq:sensors
97,mc_att_ctrl
31,ekf2
13,commander
184,mc_att_ctrl
678,wq:sensors
81,mc_rate_ctrl
161,flight_mode_manager
27,mc_hte_ctrl
189,mc_att_ctrl
41,commander
31,ekf2
68,wq:sensors
15,mc_rate_ctrl
159,mc_att_ctrl
13,flight_mode_manager
49,commander
10,mc_hte_ctrl
61,wq:sensors
30,ekf2
96,mc_att_ctrl
15,mc_rate_ctrl
13,commander
172,mc_att_ctrl
608,wq:sensors
166,flight_mode_manager
31,ekf2
15,mc_hte_ctrl
191,mc_att_ctrl
41,commander
71,mc_rate_ctrl
68,wq:sensors
187,mc_att_ctrl
31,ekf2
14,flight_mode_manager
42,commander
65,wq:sensors
13,mc_rate_ctrl
105,mc_att_ctrl
10,mc_hte_ctrl
97,navigator
12,commander
30,ekf2
159,mc_att_ctrl
675,wq:sensors
137,navigator
69,mc_rate_ctrl
45,flight_mode_manager
94,mc_pos_ctrl
186,mc_att_ctrl
41,commander
71,wq:sensors
31,ekf2
27,mc_hte_ctrl
158,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
41,commander
470,wq:sensors
103,mc_att_ctrl
29,ekf2
26,commander
71,mc_rate_ctrl
27,mc_hte_ctrl
159,mc_att_ctrl
57,wq:sensors
158,flight_mode_manager
30,ekf2
185,mc_att_ctrl
41,commander
713,wq:sensors
71,mc_rate_ctrl
172,mc_att_ctrl
154,flight_mode_manager
27,mc_hte_ctrl
47,commander
31,ekf2
58,wq:sensors
104,mc_att_ctrl
14,mc_rate_ctrl
13,commander
178,mc_att_ctrl
471,wq:sensors
30,ekf2
154,flight_mode_manager
16,mc_hte_ctrl
85,mc_rate_ctrl
179,mc_att_ctrl
41,commander
57,wq:sensors
32,ekf2
165,mc_att_ctrl
14,flight_mode_manager
48,commander
14,mc_rate_ctrl
61,wq:sensors
10,mc_hte_ctrl
102,mc_att_ctrl
30,ekf2
14,commander
162,mc_att_ctrl
481,wq:sensors
72,mc_rate_ctrl
158,flight_mode_manager
178,mc_att_ctrl
42,commander
31,ekf2
27,mc_hte_ctrl
68,wq:sensors
14,mc_rate_ctrl
165,mc_att_ctrl
13,flight_mode_manager
41,commander
681,wq:sensors
30,ekf2
102,mc_att_ctrl
71,mc_rate_ctrl
27,mc_hte_ctrl
12,commander
98,navigator
171,mc_att_ctrl
58,wq:sensors
154,flight_mode_manager
31,ekf2
188,mc_att_ctrl
41,commander
14,mc_rate_ctrl
483,wq:sensors
15,mc_hte_ctrl
158,mc_att_ctrl
30,ekf2
153,flight_mode_manager
42,commander
58,wq:sensors
71,mc_rate_ctrl
96,mc_att_ctrl
20,commander
32,ekf2
184,mc_att_ctrl
57,wq:sensors
13,flight_mode_manager
11,mc_hte_ctrl
15,mc_rate_ctrl
185,mc_att_ctrl
41,commander
630,wq:sensors
29,ekf2
175,mc_att_ctrl
68,mc_rate_ctrl
154,flight_mode_manager
49,commander
27,mc_hte_ctrl
58,wq:sensors
96,mc_att_ctrl
31,ekf2
13,commander
14,mc_rate_ctrl
185,mc_att_ctrl
674,wq:sensors
171,flight_mode_manager
13,mc_pos_ctrl
30,ekf2
14,mc_hte_ctrl
172,mc_att_ctrl
42,commander
57,wq:sensors
71,mc_rate_ctrl
158,mc_att_ctrl
14,flight_mode_manager
47,commander
31,ekf2
57,wq:sensors
110,mc_att_ctrl
14,mc_rate_ctrl
10,mc_hte_ctrl
13,commander
178,mc_att_ctrl
472,wq:sensors
30,ekf2
154,flight_mode_manager
70,mc_rate_ctrl
178,mc_att_ctrl
41,commander
73,wq:sensors
27,mc_hte_ctrl
32,ekf2
159,mc_att_ctrl
14,flight_mode_manager
42,commander
14,mc_rate_ctrl
57,wq:sensors
97,mc_att_ctrl
31,ekf2
13,commander
10,mc_hte_ctrl
180,mc_att_ctrl
676,wq:sensors
82,mc_rate_ctrl
160,flight_mode_manager
96,navigator
172,mc_att_ctrl
41,commander
31,ekf2
59,wq:sensors
15,mc_rate_ctrl
179,mc_att_ctrl
14,flight_mode_manager
27,mc_hte_ctrl
104,mc_pos_ctrl
44,commander
66,wq:sensors
32,ekf2
101,mc_att_ctrl
14,mc_rate_ctrl
13,commander
172,mc_att_ctrl
471,wq:sensors
158,flight_mode_manager
13,mc_pos_ctrl
43,ekf2
15,mc_hte_ctrl
177,mc_att_ctrl
42,commander
71,mc_rate_ctrl
69,wq:sensors
171,mc_att_ctrl
31,ekf2
13,flight_mode_manager
41,commander
71,wq:sensors
14,mc_rate_ctrl
10,mc_hte_ctrl
96,mc_att_ctrl
20,commander
30,ekf2
158,mc_att_ctrl
677,wq:sensors
127,navigator
69,mc_rate_ctrl
54,flight_mode_manager
188,mc_att_ctrl
41,commander
29,mc_hte_ctrl
75,wq:sensors
31,ekf2
172,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
42,commander
486,wq:sensors
104,mc_att_ctrl
29,ekf2
15,mc_hte_ctrl
20,commander
71,mc_rate_ctrl
159,mc_att_ctrl
57,wq:sensors
154,flight_mode_manager
31,ekf2
178,mc_att_ctrl
41,commander
80,wq:sensors
14,mc_rate_ctrl
10,mc_hte_ctrl
159,mc_att_ctrl
14,flight_mode_manager
47,commander
30,ekf2
605,wq:sensors
108,mc_att_ctrl
70,mc_rate_ctrl
13,commander
186,mc_att_ctrl
57,wq:sensors
32,ekf2
165,flight_mode_manager
27,mc_hte_ctrl
14,mc_rate_ctrl
179,mc_att_ctrl
41,commander
178,mc_att_ctrl
59,wq:sensors
53,wq:sensors
84,navigator
29,ekf2
159,mc_att_ctrl
13,flight_mode_manager
41,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
677,wq:sensors
97,mc_att_ctrl
30,ekf2
13,commander
158,mc_att_ctrl
58,wq:sensors
71,mc_rate_ctrl
166,flight_mode_manager
27,mc_hte_ctrl
178,mc_att_ctrl
42,commander
31,ekf2
485,wq:sensors
81,mc_rate_ctrl
163,mc_att_ctrl
153,flight_mode_manager
42,commander
65,wq:sensors
32,ekf2
97,mc_att_ctrl
27,mc_hte_ctrl
14,mc_rate_ctrl
13,commander
171,mc_att_ctrl
472,wq:sensors
155,flight_mode_manager
29,ekf2
192,mc_att_ctrl
42,commander
71,mc_rate_ctrl
58,wq:sensors
27,mc_hte_ctrl
162,mc_att_ctrl
35,ekf2
14,flight_mode_manager
42,commander
697,wq:sensors
69,mc_rate_ctrl
97,mc_att_ctrl
27,commander
31,ekf2
31,mc_hte_ctrl
172,mc_att_ctrl
57,wq:sensors
154,flight_mode_manager
15,mc_rate_ctrl
184,mc_att_ctrl
42,commander
492,wq:sensors
29,ekf2
179,mc_att_ctrl
71,mc_rate_ctrl
155,flight_mode_manager
38,mc_hte_ctrl
42,commander
58,wq:sensors
104,mc_att_ctrl
31,ekf2
20,commander
14,mc_rate_ctrl
176,mc_att_ctrl
692,wq:sensors
188,flight_mode_manager
15,mc_hte_ctrl
30,ekf2
200,mc_att_ctrl
41,commander
79,wq:sensors
71,mc_rate_ctrl
88,navigator
166,mc_att_ctrl
14,flight_mode_manager
47,commander
32,ekf2
65,wq:sensors
10,mc_hte_ctrl
105,mc_att_ctrl
14,mc_rate_ctrl
92,mc_pos_ctrl
13,commander
178,mc_att_ctrl
608,wq:sensors
30,ekf2
173,flight_mode_manager
71,mc_rate_ctrl
191,mc_att_ctrl
41,commander
27,mc_hte_ctrl
67,wq:sensors
32,ekf2
166,mc_att_ctrl
14,flight_mode_manager
49,commander
14,mc_rate_ctrl
58,wq:sensors
97,mc_att_ctrl
13,mc_pos_ctrl
29,ekf2
10,mc_hte_ctrl
13,commander
178,mc_att_ctrl
690,wq:sensors
82,mc_rate_ctrl
160,flight_mode_manager
193,mc_att_ctrl
41,commander
32,ekf2
58,wq:sensors
13,mc_pos_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
169,mc_att_ctrl
14,flight_mode_manager
43,commander
68,wq:sensors
30,ekf2
101,mc_att_ctrl
16,mc_rate_ctrl
13,commander
179,mc_att_ctrl
472,wq:sensors
154,flight_mode_manager
15,mc_hte_ctrl
31,ekf2
191,mc_att_ctrl
41,commander
71,mc_rate_ctrl
68,wq:sensors
172,mc_att_ctrl
31,ekf2
14,flight_mode_manager
41,commander
10,mc_hte_ctrl
64,wq:sensors
14,mc_rate_ctrl
97,mc_att_ctrl
13,commander
30,ekf2
158,mc_att_ctrl
678,wq:sensors
125,navigator
69,mc_rate_ctrl
57,flight_mode_manager
28,mc_hte_ctrl
179,mc_att_ctrl
42,commander
58,wq:sensors
31,ekf2
159,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
42,commander
88,navigator
58,wq:sensors
97,mc_att_ctrl
30,ekf2
10,mc_hte_ctrl
19,commander
15,mc_rate_ctrl
172,mc_att_ctrl
484,wq:sensors
154,flight_mode_manager
29,ekf2
178,mc_att_ctrl
41,commander
74,wq:sensors
70,mc_rate_ctrl
26,mc_hte_ctrl
159,mc_att_ctrl
14,flight_mode_manager
47,commander
31,ekf2
676,wq:sensors
104,mc_att_ctrl
69,mc_rate_ctrl
13,commander
27,mc_hte_ctrl
163,mc_att_ctrl
58,wq:sensors
31,ekf2
165,flight_mode_manager
14,mc_rate_ctrl
188,mc_att_ctrl
42,commander
480,wq:sensors
30,ekf2
159,mc_att_ctrl
153,flight_mode_manager
15,mc_hte_ctrl
41,commander
70,mc_rate_ctrl
58,wq:sensors
97,mc_att_ctrl
32,ekf2
12,commander
178,mc_att_ctrl
607,wq:sensors
68,mc_rate_ctrl
181,flight_mode_manager
27,mc_hte_ctrl
178,mc_att_ctrl
41,commander
32,ekf2
66,wq:sensors
14,mc_rate_ctrl
166,mc_att_ctrl
13,flight_mode_manager
42,commander
57,wq:sensors
30,ekf2
10,mc_hte_ctrl
97,mc_att_ctrl
15,mc_rate_ctrl
12,commander
172,mc_att_ctrl
677,wq:sensors
138,navigator
31,ekf2
42,flight_mode_manager
199,mc_att_ctrl
42,commander
71,mc_rate_ctrl
26,mc_hte_ctrl
58,wq:sensors
173,mc_att_ctrl
31,ekf2
14,flight_mode_manager
42,commander
64,wq:sensors
14,mc_rate_ctrl
98,mc_att_ctrl
88,navigator
11,mc_hte_ctrl
20,commander
29,ekf2
184,mc_att_ctrl
471,wq:sensors
155,flight_mode_manager
72,mc_rate_ctrl
90,mc_pos_ctrl
184,mc_att_ctrl
42,commander
81,wq:sensors
31,ekf2
28,mc_hte_ctrl
158,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
42,commander
58,wq:sensors
97,mc_att_ctrl
29,ekf2
20,commander
13,mc_rate_ctrl
158,mc_att_ctrl
470,wq:sensors
154,flight_mode_manager
15,mc_hte_ctrl
30,ekf2
179,mc_att_ctrl
41,commander
57,wq:sensors
71,mc_rate_ctrl
123,mc_att_ctrl
14,flight_mode_manager
40,commander
31,ekf2
10,mc_hte_ctrl
13,wq:sensors
165,mc_att_ctrl
14,mc_rate_ctrl
43,commander
183,mc_att_ctrl
692,wq:sensors
30,ekf2
177,flight_mode_manager
13,mc_pos_ctrl
74,mc_rate_ctrl
26,mc_hte_ctrl
188,mc_att_ctrl
41,commander
74,wq:sensors
32,ekf2
107,mc_att_ctrl
13,flight_mode_manager
20,commander
14,mc_rate_ctrl
58,wq:sensors
165,mc_att_ctrl
10,mc_hte_ctrl
30,ekf2
42,commander
192,mc_att_ctrl
483,wq:sensors
70,mc_rate_ctrl
154,flight_mode_manager
188,mc_att_ctrl
40,commander
31,ekf2
75,wq:sensors
27,mc_hte_ctrl
15,mc_rate_ctrl
104,mc_att_ctrl
14,flight_mode_manager
13,commander
681,wq:sensors
30,ekf2
169,mc_att_ctrl
72,mc_rate_ctrl
41,commander
27,mc_hte_ctrl
90,navigator
159,mc_att_ctrl
139,wq:sensors
163,flight_mode_manager
32,ekf2
191,mc_att_ctrl
41,commander
14,mc_rate_ctrl
1343,wq:sensors
144,mc_att_ctrl
33,ekf2
154,flight_mode_manager
18,mc_hte_ctrl
13,commander
68,wq:sensors
71,mc_rate_ctrl
163,mc_att_ctrl
49,commander
31,ekf2
159,mc_att_ctrl
714,wq:sensors
96,navigator
69,mc_rate_ctrl
92,flight_mode_manager
27,mc_hte_ctrl
180,mc_att_ctrl
42,commander
57,wq:sensors
32,ekf2
157,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
12,commander
57,wq:sensors
10,mc_hte_ctrl
170,mc_att_ctrl
29,ekf2
48,commander
14,mc_rate_ctrl
159,mc_att_ctrl
469,wq:sensors
154,flight_mode_manager
31,ekf2
177,mc_att_ctrl
42,commander
15,mc_hte_ctrl
72,wq:sensors
78,mc_rate_ctrl
144,mc_att_ctrl
14,flight_mode_manager
13,commander
31,ekf2
58,wq:sensors
166,mc_att_ctrl
14,mc_rate_ctrl
11,mc_hte_ctrl
42,commander
171,mc_att_ctrl
472,wq:sensors
30,ekf2
164,flight_mode_manager
70,mc_rate_ctrl
166,mc_att_ctrl
42,commander
58,wq:sensors
31,ekf2
27,mc_hte_ctrl
98,mc_att_ctrl
13,flight_mode_manager
13,commander
14,mc_rate_ctrl
674,wq:sensors
159,mc_att_ctrl
31,ekf2
41,commander
186,mc_att_ctrl
58,wq:sensors
69,mc_rate_ctrl
166,flight_mode_manager
26,mc_hte_ctrl
222,wq:sensors
191,mc_att_ctrl
40,commander
31,ekf2
486,wq:sensors
80,mc_rate_ctrl
111,mc_att_ctrl
154,flight_mode_manager
136,mc_pos_ctrl
20,commander
27,mc_hte_ctrl
65,wq:sensors
31,ekf2
159,mc_att_ctrl
15,mc_rate_ctrl
42,commander
98,navigator
159,mc_att_ctrl
676,wq:sensors
133,navigator
31,ekf2
48,flight_mode_manager
15,mc_hte_ctrl
201,mc_att_ctrl
42,commander
70,mc_rate_ctrl
68,wq:sensors
110,mc_att_ctrl
32,ekf2
13,flight_mode_manager
12,commander
57,wq:sensors
14,mc_rate_ctrl
165,mc_att_ctrl
11,mc_hte_ctrl
42,commander
30,ekf2
159,mc_att_ctrl
607,wq:sensors
168,flight_mode_manager
71,mc_rate_ctrl
177,mc_att_ctrl
41,commander
73,wq:sensors
31,ekf2
27,mc_hte_ctrl
97,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
13,commander
677,wq:sensors
159,mc_att_ctrl
29,ekf2
55,commander
69,mc_rate_ctrl
27,mc_hte_ctrl
159,mc_att_ctrl
58,wq:sensors
154,flight_mode_manager
31,ekf2
180,mc_att_ctrl
41,commander
58,wq:sensors
14,mc_rate_ctrl
110,mc_att_ctrl
13,flight_mode_manager
10,mc_hte_ctrl
19,commander
30,ekf2
472,wq:sensors
158,mc_att_ctrl
72,mc_rate_ctrl
41,commander
159,mc_att_ctrl
57,wq:sensors
32,ekf2
165,flight_mode_manager
27,mc_hte_ctrl
15,mc_rate_ctrl
179,mc_att_ctrl
41,commander
96,navigator
690,wq:sensors
30,ekf2
104,mc_att_ctrl
154,flight_mode_manager
20,commander
71,mc_rate_ctrl
64,wq:sensors
27,mc_hte_ctrl
171,mc_att_ctrl
32,ekf2
42,commander
159,mc_att_ctrl
472,wq:sensors
69,mc_rate_ctrl
154,flight_mode_manager
180,mc_att_ctrl
40,commander
32,ekf2
26,mc_hte_ctrl
58,wq:sensors
14,mc_rate_ctrl
97,mc_att_ctrl
14,flight_mode_manager
13,commander
64,wq:sensors
30,ekf2
163,mc_att_ctrl
14,mc_rate_ctrl
10,mc_hte_ctrl
46,commander
175,mc_att_ctrl
481,wq:sensors
158,flight_mode_manager
30,ekf2
199,mc_att_ctrl
46,commander
70,mc_rate_ctrl
66,wq:sensors
26,mc_hte_ctrl
97,mc_att_ctrl
32,ekf2
17,flight_mode_manager
13,commander
699,wq:sensors
73,mc_rate_ctrl
164,mc_att_ctrl
49,commander
31,ekf2
192,mc_att_ctrl
58,wq:sensors
154,flight_mode_manager
38,mc_hte_ctrl
15,mc_rate_ctrl
195,mc_att_ctrl
41,commander
479,wq:sensors
30,ekf2
111,mc_att_ctrl
71,mc_rate_ctrl
153,flight_mode_manager
20,commander
27,mc_hte_ctrl
58,wq:sensors
166,mc_att_ctrl
31,ekf2
48,commander
14,mc_rate_ctrl
163,mc_att_ctrl
57,wq:sensors
13,flight_mode_manager
13,mc_pos_ctrl
30,ekf2
10,mc_hte_ctrl
178,mc_att_ctrl
41,commander
831,wq:sensors
72,mc_rate_ctrl
88,navigator
98,mc_att_ctrl
153,flight_mode_manager
20,commander
30,ekf2
58,wq:sensors
172,mc_att_ctrl
14,mc_rate_ctrl
27,mc_hte_ctrl
90,mc_pos_ctrl
42,commander
159,mc_att_ctrl
469,wq:sensors
28,ekf2
153,flight_mode_manager
72,mc_rate_ctrl
179,mc_att_ctrl
42,commander
57,wq:sensors
27,mc_hte_ctrl
32,ekf2
104,mc_att_ctrl
13,flight_mode_manager
13,commander
14,mc_rate_ctrl
62,wq:sensors
163,mc_att_ctrl
31,ekf2
49,commander
10,mc_hte_ctrl
181,mc_att_ctrl
480,wq:sensors
73,mc_rate_ctrl
157,flight_mode_manager
191,mc_att_ctrl
40,commander
31,ekf2
68,wq:sensors
14,mc_rate_ctrl
97,mc_att_ctrl
14,flight_mode_manager
26,mc_hte_ctrl
13,commander
57,wq:sensors
30,ekf2
159,mc_att_ctrl
14,mc_rate_ctrl
42,commander
185,mc_att_ctrl
677,wq:sensors
132,navigator
30,ekf2
52,flight_mode_manager
15,mc_hte_ctrl
179,mc_att_ctrl
41,commander
71,mc_rate_ctrl
58,wq:sensors
97,mc_att_ctrl
32,ekf2
13,flight_mode_manager
12,commander
472,wq:sensors
68,mc_rate_ctrl
27,mc_hte_ctrl
158,mc_att_ctrl
41,commander
31,ekf2
159,mc_att_ctrl
57,wq:sensors
154,flight_mode_manager
14,mc_rate_ctrl
191,mc_att_ctrl
42,commander
10,mc_hte_ctrl
73,wq:sensors
28,ekf2
111,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
13,commander
88,navigator
472,wq:sensors
165,mc_att_ctrl
30,ekf2
16,mc_hte_ctrl
49,commander
71,mc_rate_ctrl
158,mc_att_ctrl
58,wq:sensors
153,flight_mode_manager
31,ekf2
189,mc_att_ctrl
41,commander
694,wq:sensors
70,mc_rate_ctrl
28,mc_hte_ctrl
104,mc_att_ctrl
154,flight_mode_manager
20,commander
31,ekf2
58,wq:sensors
165,mc_att_ctrl
14,mc_rate_ctrl
46,commander
158,mc_att_ctrl
472,wq:sensors
30,ekf2
153,flight_mode_manager
15,mc_hte_ctrl
72,mc_rate_ctrl
184,mc_att_ctrl
42,commander
73,wq:sensors
32,ekf2
96,mc_att_ctrl
13,flight_mode_manager
13,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
57,wq:sensors
162,mc_att_ctrl
30,ekf2
41,commander
178,mc_att_ctrl
831,wq:sensors
68,mc_rate_ctrl
153,flight_mode_manager
27,mc_hte_ctrl
180,mc_att_ctrl
40,commander
31,ekf2
58,wq:sensors
13,mc_rate_ctrl
104,mc_att_ctrl
14,flight_mode_manager
13,commander
64,wq:sensors
30,ekf2
166,mc_att_ctrl
10,mc_hte_ctrl
14,mc_rate_ctrl
42,commander
172,mc_att_ctrl
483,wq:sensors
154,flight_mode_manager
31,ekf2
191,mc_att_ctrl
42,commander
71,mc_rate_ctrl
75,wq:sensors
27,mc_hte_ctrl
98,mc_att_ctrl
31,ekf2
14,flight_mode_manager
13,commander
473,wq:sensors
69,mc_rate_ctrl
159,mc_att_ctrl
89,navigator
55,commander
31,ekf2
27,mc_hte_ctrl
159,mc_att_ctrl
58,wq:sensors
153,flight_mode_manager
14,mc_rate_ctrl
92,mc_pos_ctrl
186,mc_att_ctrl
42,commander
681,wq:sensors
30,ekf2
97,mc_att_ctrl
71,mc_rate_ctrl
153,flight_mode_manager
27,mc_hte_ctrl
12,commander
58,wq:sensors
159,mc_att_ctrl
31,ekf2
49,commander
14,mc_rate_ctrl
158,mc_att_ctrl
469,wq:sensors
154,flight_mode_manager
15,mc_hte_ctrl
30,ekf2
184,mc_att_ctrl
41,commander
80,wq:sensors
71,mc_rate_ctrl
97,mc_att_ctrl
13,flight_mode_manager
19,commander
31,ekf2
57,wq:sensors
10,mc_hte_ctrl
158,mc_att_ctrl
14,mc_rate_ctrl
42,commander
159,mc_att_ctrl
674,wq:sensors
30,ekf2
170,flight_mode_manager
71,mc_rate_ctrl
188,mc_att_ctrl
42,commander
27,mc_hte_ctrl
68,wq:sensors
32,ekf2
97,mc_att_ctrl
14,flight_mode_manager
20,commander
13,mc_rate_ctrl
58,wq:sensors
158,mc_att_ctrl
30,ekf2
10,mc_hte_ctrl
42,commander
178,mc_att_ctrl
472,wq:sensors
69,mc_rate_ctrl
154,flight_mode_manager
191,mc_att_ctrl
40,commander
32,ekf2
67,wq:sensors
13,mc_pos_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
104,mc_att_ctrl
14,flight_mode_manager
13,commander
819,wq:sensors
30,ekf2
159,mc_att_ctrl
73,mc_rate_ctrl
43,commander
178,mc_att_ctrl
192,mc_att_ctrl
58,wq:sensors
154,flight_mode_manager
36,mc_hte_ctrl
58,wq:sensors
33,ekf2
179,mc_att_ctrl
42,commander
14,mc_rate_ctrl
486,wq:sensors
110,mc_att_ctrl
30,ekf2
153,flight_mode_manager
20,commander
15,mc_hte_ctrl
107,wq:sensors
138,navigator
64,wq:sensors
71,mc_rate_ctrl
159,mc_att_ctrl
48,commander
32,ekf2
172,mc_att_ctrl
57,wq:sensors
14,flight_mode_manager
15,mc_rate_ctrl
10,mc_hte_ctrl
189,mc_att_ctrl
41,commander
507,wq:sensors
30,ekf2
100,mc_att_ctrl
68,mc_rate_ctrl
157,flight_mode_manager
13,commander
58,wq:sensors
159,mc_att_ctrl
31,ekf2
27,mc_hte_ctrl
48,commander
14,mc_rate_ctrl
159,mc_att_ctrl
58,wq:sensors
13,flight_mode_manager
31,ekf2
185,mc_att_ctrl
41,commander
677,wq:sensors
71,mc_rate_ctrl
27,mc_hte_ctrl
98,mc_att_ctrl
153,flight_mode_manager
13,commander
31,ekf2
58,wq:sensors
165,mc_att_ctrl
14,mc_rate_ctrl
48,commander
11,mc_hte_ctrl
182,mc_att_ctrl
65,wq:sensors
34,ekf2
13,flight_mode_manager
14,mc_rate_ctrl
169,mc_att_ctrl
41,commander
477,wq:sensors
30,ekf2
97,mc_att_ctrl
153,flight_mode_manager
15,mc_hte_ctrl
13,commander
71,mc_rate_ctrl
58,wq:sensors
159,mc_att_ctrl
31,ekf2
42,commander
159,mc_att_ctrl
57,wq:sensors
14,mc_rate_ctrl
14,flight_mode_manager
10,mc_hte_ctrl
88,navigator
113,mc_att_ctrl
40,commander
30,ekf2
677,wq:sensors
68,mc_rate_ctrl
192,mc_att_ctrl
154,flight_mode_manager
116,mc_pos_ctrl
44,commander
86,wq:sensors
34,ekf2
28,mc_hte_ctrl
162,mc_att_ctrl
14,mc_rate_ctrl
42,commander
171,mc_att_ctrl
473,wq:sensors
156,flight_mode_manager
29,ekf2
197,mc_att_ctrl
42,commander
71,mc_rate_ctrl
27,mc_hte_ctrl
73,wq:sensors
117,mc_att_ctrl
32,ekf2
13,flight_mode_manager
13,commander
606,wq:sensors
69,mc_rate_ctrl
159,mc_att_ctrl
28,mc_hte_ctrl
48,commander
32,ekf2
171,mc_att_ctrl
57,wq:sensors
153,flight_mode_manager
15,mc_rate_ctrl
186,mc_att_ctrl
41,commander
68,wq:sensors
29,ekf2
11,mc_hte_ctrl
110,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
13,commander
691,wq:sensors
165,mc_att_ctrl
30,ekf2
48,commander
72,mc_rate_ctrl
158,mc_att_ctrl
57,wq:sensors
153,flight_mode_manager
38,mc_hte_ctrl
31,ekf2
177,mc_att_ctrl
42,commander
74,wq:sensors
13,mc_rate_ctrl
97,mc_att_ctrl
13,flight_mode_manager
26,commander
30,ekf2
10,mc_hte_ctrl
472,wq:sensors
165,mc_att_ctrl
72,mc_rate_ctrl
42,commander
189,mc_att_ctrl
139,wq:sensors
32,ekf2
165,flight_mode_manager
